epoch,f1-score,iou_score,loss,lr,val_f1-score,val_iou_score,val_loss
0,0.7779284119606018,0.7685197591781616,0.9616975784301758,1e-05,0.9218637347221375,0.9188290238380432,0.9831873774528503
1,0.7683561444282532,0.7585580945014954,0.9590623378753662,1e-05,0.9196003675460815,0.9165197014808655,0.9824209213256836
2,0.7588022947311401,0.7487362623214722,0.9564911127090454,1e-05,0.9170015454292297,0.9139367341995239,0.9819446802139282
3,0.7509499788284302,0.740649402141571,0.9539613723754883,1e-05,0.9171547293663025,0.9141132235527039,0.9815984964370728
4,0.743125319480896,0.7328165173530579,0.9522222876548767,1e-05,0.913698136806488,0.9106025695800781,0.9812642335891724
5,0.7403072714805603,0.7298281192779541,0.9504678845405579,1e-05,0.9103611707687378,0.9072730541229248,0.9814946055412292
6,0.735938549041748,0.7254133820533752,0.9486998915672302,1e-05,0.9124581217765808,0.9094322323799133,0.981026291847229
7,0.7354159951210022,0.7248494625091553,0.9470155239105225,1e-05,0.9096860289573669,0.9066430926322937,0.9809234142303467
8,0.7283090949058533,0.7176674604415894,0.9459989666938782,1e-05,0.9090068936347961,0.9059633612632751,0.9808900952339172
9,0.7244988679885864,0.7137448787689209,0.9446768760681152,1e-05,0.9070766568183899,0.9040014147758484,0.9804725050926208
10,0.7213956117630005,0.7105592489242554,0.9428499341011047,1e-05,0.9053894877433777,0.902404248714447,0.9804563522338867
11,0.7198994755744934,0.7090252637863159,0.9420876502990723,1e-05,0.8995986580848694,0.8964871764183044,0.9807577133178711
12,0.7195430994033813,0.7085782885551453,0.9405193328857422,1e-05,0.900697648525238,0.8975849747657776,0.9805143475532532
13,0.7190559506416321,0.7080700993537903,0.9391778111457825,1e-05,0.9019212126731873,0.8988569974899292,0.9800846576690674
14,0.7189686298370361,0.7079541683197021,0.938101589679718,1e-05,0.9005128145217896,0.8974176049232483,0.9801170825958252
15,0.7157542109489441,0.7047256827354431,0.9375391602516174,1e-05,0.8990748524665833,0.8960504531860352,0.9802634716033936
16,0.7153274416923523,0.704301655292511,0.9362209439277649,1e-05,0.8980373740196228,0.8949547410011292,0.9800931811332703
17,0.711711585521698,0.7005485892295837,0.9350956082344055,1e-05,0.8921903967857361,0.8891282081604004,0.9803506135940552
18,0.7133057117462158,0.7021860480308533,0.9343823194503784,1e-05,0.8964130878448486,0.8933608531951904,0.9799883365631104
19,0.710517168045044,0.6993087530136108,0.9333224296569824,1e-05,0.8910784125328064,0.8880010843276978,0.9803063273429871
20,0.7090950608253479,0.6979016661643982,0.9327247142791748,1e-05,0.8917729258537292,0.8887222409248352,0.9798845052719116
21,0.7070643901824951,0.6959012150764465,0.9319427609443665,1e-05,0.8937622904777527,0.8907392024993896,0.980137050151825
22,0.7085297703742981,0.6974056363105774,0.9307353496551514,1e-05,0.8928666710853577,0.8898676037788391,0.9799805283546448
23,0.702549159526825,0.6913861632347107,0.9304518103599548,1e-05,0.8905630707740784,0.8875457644462585,0.9803668856620789
24,0.7084575295448303,0.6972827315330505,0.9288519024848938,1e-05,0.8911204934120178,0.8880773186683655,0.9798259139060974
25,0.7068156599998474,0.6956148147583008,0.9282718896865845,1e-05,0.8913655877113342,0.8883455991744995,0.9794272780418396
26,0.7010253667831421,0.6898989677429199,0.9286848306655884,1e-05,0.8916460275650024,0.8886343836784363,0.9798736572265625
27,0.6998744010925293,0.6887921094894409,0.9273649454116821,1e-05,0.8864354491233826,0.8834478855133057,0.9802175760269165
28,0.7012211680412292,0.6901165246963501,0.9258896112442017,1e-05,0.8878798484802246,0.8849047422409058,0.9797142148017883
29,0.6967129111289978,0.6855685710906982,0.9257546663284302,1e-05,0.8874549269676208,0.8844676613807678,0.9798674583435059
30,0.6927302479743958,0.6816335320472717,0.9254998564720154,1e-05,0.8841144442558289,0.881123960018158,0.980134129524231
31,0.6981325745582581,0.6870323419570923,0.9240483641624451,1e-05,0.8858446478843689,0.8828284740447998,0.9799842834472656
32,0.6977260708808899,0.6866486072540283,0.9238112568855286,1e-05,0.8848403096199036,0.8818075060844421,0.9798951148986816
33,0.691878080368042,0.680802047252655,0.9233447313308716,1e-05,0.8843079805374146,0.8813679218292236,0.9801352620124817
34,0.6926827430725098,0.6816166043281555,0.9226076006889343,1e-05,0.8842501640319824,0.8812999129295349,0.9803768396377563
35,0.6932701468467712,0.6821706295013428,0.9218950867652893,1e-05,0.8771222233772278,0.8741098046302795,0.9800417423248291
