epoch,f1-score,iou_score,loss,lr,val_f1-score,val_iou_score,val_loss
0,0.8277496695518494,0.8199355006217957,0.9591014981269836,1e-05,0.9331437945365906,0.9307867288589478,0.9852077960968018
1,0.8247756361961365,0.8168587684631348,0.9587215185165405,1e-05,0.931311845779419,0.9289737939834595,0.9851725697517395
2,0.8228110671043396,0.814875066280365,0.958291232585907,1e-05,0.9305545091629028,0.9281534552574158,0.9851338863372803
3,0.8223065733909607,0.8142730593681335,0.9574190378189087,1e-05,0.9288368821144104,0.9264176487922668,0.9848214983940125
4,0.8183690905570984,0.8102183938026428,0.95701003074646,1e-05,0.9260686039924622,0.9235859513282776,0.9847792983055115
5,0.8160884380340576,0.8078528642654419,0.9561585187911987,1e-05,0.9264285564422607,0.9239217638969421,0.9847358465194702
6,0.813256025314331,0.8048943281173706,0.9557141065597534,1e-05,0.9268515110015869,0.924345076084137,0.984684407711029
7,0.8117997050285339,0.8032570481300354,0.955614447593689,1e-05,0.9240361452102661,0.9215127229690552,0.9844988584518433
8,0.8099374175071716,0.8012838363647461,0.9545221924781799,1e-05,0.9216602444648743,0.9190667271614075,0.9845346212387085
9,0.8074750304222107,0.7986707091331482,0.9538170099258423,1e-05,0.9210742712020874,0.9185158014297485,0.9844794869422913
10,0.8090735673904419,0.8003325462341309,0.9531174898147583,1e-05,0.920581042766571,0.918000340461731,0.984183132648468
11,0.8077027797698975,0.7988621592521667,0.9529651999473572,1e-05,0.9189599752426147,0.9164108037948608,0.9841898679733276
12,0.8072388768196106,0.79843670129776,0.9521661996841431,1e-05,0.9199200868606567,0.9173545241355896,0.984085738658905
13,0.8062825798988342,0.7974271774291992,0.9515726566314697,1e-05,0.9217693209648132,0.9192149043083191,0.984088122844696
14,0.8060898184776306,0.7973008751869202,0.9514216184616089,1e-05,0.9173950552940369,0.9148311018943787,0.984031617641449
15,0.8053150773048401,0.7964035272598267,0.9505028128623962,1e-05,0.9175536036491394,0.9150121212005615,0.9840365052223206
16,0.8038276433944702,0.7948869466781616,0.949512243270874,1e-05,0.9196988940238953,0.9170663356781006,0.9840918779373169
17,0.7983689308166504,0.7893006205558777,0.9493051767349243,1e-05,0.9177505373954773,0.915084958076477,0.983794093132019
18,0.7900303602218628,0.780792772769928,0.9486772418022156,1e-05,0.9107734560966492,0.9080665707588196,0.9837992191314697
19,0.7870389223098755,0.7777637243270874,0.9484580159187317,1e-05,0.9137533903121948,0.9110715389251709,0.98356693983078
20,0.7830455899238586,0.7737703323364258,0.9475881457328796,1e-05,0.9112958312034607,0.9085874557495117,0.9835801720619202
21,0.7828547358512878,0.7734922170639038,0.9470195770263672,1e-05,0.9083600640296936,0.9056312441825867,0.9835180640220642
22,0.7806617617607117,0.7712289094924927,0.9464935660362244,1e-05,0.9054951667785645,0.9027475118637085,0.9834704399108887
23,0.7817530035972595,0.7723301649093628,0.9459465742111206,1e-05,0.9081605672836304,0.9054667949676514,0.9833595156669617
24,0.7793468236923218,0.7698332667350769,0.9453641772270203,1e-05,0.9061169624328613,0.9033772945404053,0.9834617376327515
25,0.7776704430580139,0.768104076385498,0.9449761509895325,1e-05,0.9075884222984314,0.9048266410827637,0.983572244644165
26,0.7755758166313171,0.7659754157066345,0.9446608424186707,1e-05,0.9020664095878601,0.8993712067604065,0.9833129048347473
27,0.7764749526977539,0.7668946385383606,0.9443715214729309,1e-05,0.9048169255256653,0.9020759463310242,0.9835221767425537
28,0.7748887538909912,0.7653903365135193,0.943705141544342,1e-05,0.9064829349517822,0.9037402868270874,0.9833707809448242
29,0.7756007313728333,0.7660584449768066,0.9431455135345459,1e-05,0.9061917066574097,0.9034247398376465,0.9833419919013977
30,0.7739755511283875,0.7644699215888977,0.9428375959396362,1e-05,0.9042047262191772,0.9015030860900879,0.9830657243728638
31,0.774694561958313,0.7651510834693909,0.9425222873687744,1e-05,0.8993470072746277,0.896641731262207,0.983237624168396
32,0.7736625075340271,0.7641153335571289,0.9424222707748413,1e-05,0.9005281925201416,0.8978084325790405,0.9832257628440857
33,0.7756306529045105,0.7662227153778076,0.9417051076889038,1e-05,0.9103466868400574,0.9076457619667053,0.983177900314331
